age,primary_streaming_service,hours_per_day,while_working,instrumentalist,composer,fav_genre,exploratory,foreign_languages,bpm,frequency_classical,frequency_country,frequency_edm,frequency_folk,frequency_gospel,frequency_hip_hop,frequency_jazz,frequency_k_pop,frequency_latin,frequency_lofi,frequency_metal,frequency_pop,frequency_rb,frequency_rap,frequency_rock,frequency_video_game_music,anxiety,depression,insomnia,ocd,music_effects,high_anxiety
42.0,Spotify,2.0,1,0,0,Metal,1,1,85.0,2,1,0,0,1,1,0,2,2,1,3,3,2,0,3,3,7.0,8.0,5.0,3.0,Improve,1
26.0,Spotify,2.0,1,0,0,EDM,1,1,128.0,1,2,3,2,0,2,1,0,2,1,1,2,1,2,3,0,2.0,2.0,0.0,3.0,No effect,0
17.0,Spotify,10.0,1,0,1,K pop,1,1,150.0,1,2,1,1,0,3,0,3,1,2,3,3,2,3,3,2,10.0,3.0,0.0,4.0,Improve,1
30.0,I do not use a streaming service.,0.0,0,0,0,Metal,0,0,0.0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,10.0,10.0,10.0,9.0,Improve,1
23.0,Spotify,6.0,1,0,0,Folk,1,1,92.0,2,2,1,2,0,2,2,2,1,1,1,2,2,2,2,1,3.0,7.0,7.0,4.0,No effect,0
30.0,Apple Music,3.0,1,0,0,EDM,1,1,121.0,1,0,3,0,1,2,0,3,0,0,1,3,2,2,2,0,7.0,5.0,7.0,7.0,Improve,1
31.0,Spotify,2.0,1,0,0,Metal,0,1,155.0,1,2,0,3,0,1,1,0,0,0,3,3,3,1,3,2,7.0,4.0,8.0,8.0,Improve,1
42.0,Other streaming service,0.25,0,1,0,Classical,1,1,150.0,3,1,0,0,0,0,2,0,1,0,1,2,1,1,2,0,7.0,9.0,4.0,5.0,Improve,1
16.0,Other streaming service,4.0,1,0,0,EDM,1,1,624.0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,4.0,7.0,1.0,3.0,Improve,0
34.0,YouTube Music,2.0,0,0,0,Metal,1,0,136.0,2,1,0,2,0,1,1,1,1,0,3,2,1,1,3,0,5.0,9.0,9.0,6.0,Improve,0
21.0,YouTube Music,2.0,1,0,0,Pop,1,0,121.0,2,0,3,1,0,1,1,1,2,1,2,3,3,1,2,2,5.0,4.0,10.0,7.0,No effect,0
27.0,YouTube Music,3.0,1,0,0,Pop,0,0,113.0,1,1,1,1,0,3,1,1,1,1,1,3,3,2,2,1,7.0,2.0,0.0,1.0,Improve,1
18.0,Spotify,6.0,1,0,0,Folk,1,1,80.0,0,3,3,3,2,2,1,1,1,2,2,3,2,2,3,2,8.0,6.0,0.0,2.0,Improve,1
26.0,Spotify,3.0,0,0,0,Metal,1,0,140.0,1,3,0,3,1,2,2,0,0,1,3,1,1,2,3,1,1.0,3.0,10.0,0.0,No effect,0
37.0,Spotify,2.0,1,0,0,Rock,1,0,100.0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,2,0,8.0,10.0,10.0,2.0,Worsen,1
26.0,Spotify,5.0,1,1,0,Folk,1,1,92.0,2,1,1,3,0,3,3,0,1,1,2,2,2,3,3,1,4.0,7.0,6.0,0.0,No effect,0
19.0,Spotify,4.0,0,0,0,Pop,0,1,120.0,0,0,2,0,0,2,2,2,2,1,0,3,2,2,2,2,9.0,6.0,3.0,0.0,No effect,1
22.0,Spotify,4.0,1,0,0,Rock,1,0,93.0,0,1,0,0,0,1,0,0,0,1,2,3,1,1,3,3,10.0,7.0,4.0,4.0,Improve,1
43.0,I do not use a streaming service.,0.0,0,0,0,Rock,0,0,120.0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,2,0,1.0,2.0,2.0,0.0,No effect,0
24.0,I do not use a streaming service.,12.0,1,1,1,Rock,1,0,136.0,2,1,0,2,1,1,1,0,1,0,3,3,1,1,3,3,7.0,10.0,0.0,8.0,Improve,1
21.0,I do not use a streaming service.,0.5,0,0,0,Pop,0,0,108.0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,10.0,2.0,1.0,10.0,Worsen,1
28.0,I do not use a streaming service.,1.0,1,0,0,Rock,0,0,147.0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,2.0,1.0,2.0,2.0,Improve,0
23.0,YouTube Music,3.0,1,0,0,R&B,1,1,93.0,3,0,0,3,0,3,3,0,1,3,1,3,3,3,2,1,3.0,10.0,0.0,0.0,No effect,0
20.0,Apple Music,12.0,0,0,0,Rock,1,1,98.0,0,2,1,2,2,2,2,1,0,0,2,3,2,2,3,2,7.0,10.0,2.0,0.0,Improve,1
17.0,Spotify,4.0,1,1,1,Metal,0,0,120.0,0,1,3,0,0,0,1,0,0,1,3,2,0,0,3,2,4.0,2.0,0.0,0.0,Improve,0
19.0,Spotify,3.0,1,0,0,R&B,0,0,130.0,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,4.0,2.0,5.0,3.0,Improve,0
32.0,Spotify,1.0,1,0,0,Metal,1,1,218.0,2,2,2,2,0,1,0,3,1,0,3,1,1,2,3,1,6.0,8.0,7.0,0.0,Improve,0
18.0,YouTube Music,4.0,0,0,0,Folk,1,1,123.0,2,3,2,3,1,2,2,0,0,2,3,3,1,1,3,3,8.0,6.0,4.0,0.0,Improve,1
20.0,Other streaming service,2.0,1,1,1,Rock,1,0,135.0,2,1,0,1,0,0,1,1,0,0,0,3,0,0,3,2,2.0,2.0,0.0,0.0,No effect,0
27.0,Spotify,3.0,1,0,0,Rock,1,1,105.0,1,0,3,1,0,1,1,0,0,3,3,1,1,1,3,3,8.0,7.0,9.0,3.0,Improve,1
15.0,Spotify,3.0,1,1,0,Rock,0,1,132.0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,3,1,4.0,3.0,5.0,0.0,No effect,0
26.0,Spotify,1.0,1,0,0,Rock,1,1,120.0,1,1,2,2,0,0,0,0,1,3,1,3,1,1,3,2,6.0,1.0,0.0,4.0,No effect,0
24.0,Spotify,2.0,1,0,0,Pop,1,1,115.0,0,0,0,0,0,2,1,1,0,1,0,3,3,2,1,1,6.0,6.0,3.0,6.0,Improve,0
20.0,Spotify,1.0,1,0,0,K pop,1,1,120.0,2,0,1,0,2,0,1,3,0,2,0,3,2,0,1,0,8.0,7.0,1.0,1.0,No effect,1
21.0,YouTube Music,0.5,1,0,0,Pop,1,1,120.0,0,1,0,1,0,1,1,1,0,2,0,3,1,1,2,1,5.0,3.0,4.0,1.0,Improve,0
16.0,Spotify,2.0,1,0,0,Video game music,0,0,149.0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,6.0,2.0,4.0,3.0,Improve,0
21.0,Spotify,11.0,1,1,1,Metal,1,1,125.0,1,1,2,1,1,3,2,1,1,3,3,3,2,3,3,3,5.0,6.0,6.0,0.0,Improve,0
27.0,Spotify,10.0,1,1,1,Jazz,1,1,132.0,3,0,0,3,1,1,3,1,1,2,2,2,2,1,2,2,6.0,10.0,8.0,1.0,Improve,0
17.0,Spotify,5.0,1,1,0,Rock,1,0,110.0,3,1,1,2,1,3,3,0,1,3,2,2,3,3,3,2,7.0,3.0,9.0,7.0,Improve,1
21.0,Spotify,1.5,1,1,0,Classical,1,1,110.0,3,1,3,3,2,2,3,0,1,2,1,3,1,2,2,2,4.0,6.0,0.0,0.0,No effect,0
17.0,Spotify,2.0,1,0,0,Folk,1,1,116.0,3,2,0,3,2,1,3,0,2,2,0,3,1,0,2,1,9.0,4.0,0.0,1.0,Improve,1
21.0,Spotify,3.0,0,0,0,Rap,1,1,145.0,2,0,0,1,0,3,0,0,0,2,1,2,2,3,1,2,9.0,7.0,7.0,5.0,Improve,1
17.0,YouTube Music,2.0,0,0,1,Rock,1,0,120.0,2,2,2,3,1,2,2,0,0,0,2,2,2,2,3,2,5.0,10.0,2.0,7.0,No effect,0
36.0,YouTube Music,3.0,1,0,0,Country,0,1,105.0,3,3,2,0,0,1,0,3,2,0,0,1,2,0,0,0,1.0,0.0,1.0,0.0,Improve,0
18.0,Spotify,4.0,0,0,0,R&B,1,1,80.0,1,0,1,0,2,3,0,3,0,1,0,3,3,3,0,0,8.0,7.0,2.0,6.0,Improve,1
18.0,Spotify,1.0,0,0,0,K pop,0,1,100.0,0,0,1,0,0,3,0,3,0,2,0,2,2,1,1,0,5.0,1.0,4.0,0.0,Improve,0
18.0,Apple Music,5.0,1,1,0,Latin,1,1,73.0,3,2,1,0,0,2,1,2,3,2,0,3,2,1,2,0,10.0,6.0,0.0,0.0,Improve,1
18.0,Apple Music,2.0,1,0,0,R&B,1,0,80.0,0,0,0,0,0,2,0,3,0,0,0,3,3,3,0,0,7.0,5.0,5.0,5.0,Improve,1
18.0,Spotify,7.0,1,0,0,Hip hop,1,1,120.0,3,1,0,0,1,3,3,1,0,2,0,2,2,2,1,1,3.0,1.0,0.0,3.0,Improve,0
18.0,Spotify,2.0,1,0,0,Rap,1,1,120.0,1,0,1,0,0,2,1,1,0,2,0,2,1,3,0,1,5.0,8.0,7.0,4.0,Improve,0
18.0,I do not use a streaming service.,1.0,1,0,0,Classical,0,0,120.0,2,2,1,1,1,2,2,1,1,3,0,1,1,1,1,1,2.0,0.0,0.0,5.0,No effect,0
18.0,I do not use a streaming service.,1.0,0,1,0,Classical,0,0,117.0,3,0,2,0,0,2,1,0,0,0,0,2,0,1,0,1,7.0,0.0,0.0,0.0,No effect,1
18.0,Spotify,4.0,1,0,0,R&B,0,0,120.0,0,1,0,0,0,3,0,0,0,3,0,2,3,2,0,0,8.0,0.0,0.0,2.0,No effect,1
20.0,Spotify,6.0,1,0,0,R&B,1,1,89.0,1,0,0,1,0,2,0,2,2,2,0,3,3,3,0,1,4.0,1.0,1.0,0.0,Improve,0
19.0,Spotify,3.0,1,0,0,Hip hop,1,0,115.0,2,0,1,0,0,3,1,1,0,2,0,3,3,3,0,1,3.0,8.0,0.0,2.0,Improve,0
17.0,Spotify,4.0,1,0,0,Hip hop,1,0,144.0,2,0,0,0,0,3,0,0,0,3,0,2,0,3,0,0,7.0,0.0,2.0,2.0,Improve,1
23.0,Spotify,4.0,1,0,0,Video game music,1,1,105.0,1,1,3,1,1,1,1,1,0,3,2,2,2,2,2,3,10.0,8.0,10.0,0.0,Improve,1
18.0,YouTube Music,1.0,1,1,1,Pop,1,0,114.0,0,1,0,2,1,1,0,2,0,2,0,3,1,2,2,0,7.0,1.0,1.0,1.0,Improve,1
19.0,Spotify,2.0,1,1,0,Pop,1,1,145.0,1,0,2,0,0,0,0,2,0,0,1,3,0,1,2,2,5.0,9.0,1.0,7.0,No effect,0
89.0,Spotify,24.0,1,1,1,Rap,0,0,143.0,0,0,1,1,0,3,2,0,0,1,1,1,2,3,1,0,0.0,0.0,0.0,0.0,No effect,0
20.0,Spotify,5.0,1,1,1,R&B,1,1,128.0,3,2,0,2,0,3,1,3,3,3,0,3,3,3,3,2,10.0,6.0,3.0,8.0,Improve,1
16.0,Spotify,3.0,0,1,0,Rock,1,1,90.0,1,0,0,1,0,2,2,0,2,0,0,0,2,2,3,0,7.0,3.5,3.5,5.5,Improve,1
17.0,Spotify,4.0,1,1,1,Country,1,1,110.0,2,3,0,0,0,1,2,3,1,2,0,3,1,1,2,0,2.0,0.0,0.0,2.0,Improve,0
16.0,Spotify,9.0,1,0,0,Metal,0,1,130.0,1,0,0,1,0,0,0,1,1,0,3,2,1,1,3,0,10.0,10.0,10.0,8.0,Improve,1
20.0,YouTube Music,1.0,1,0,0,Pop,0,1,120.0,2,1,1,1,1,2,1,0,0,1,1,3,1,2,1,3,8.0,9.0,6.0,5.0,Worsen,1
30.0,YouTube Music,1.0,1,1,0,Rock,1,1,115.0,2,1,1,1,1,1,1,2,0,2,2,3,1,1,3,2,9.0,7.0,8.0,4.0,Improve,1
37.0,Spotify,2.0,1,0,0,Folk,1,0,186.0,2,2,0,2,0,1,2,0,0,0,1,2,1,1,2,2,6.0,4.0,5.0,0.0,Improve,0
44.0,YouTube Music,1.5,0,0,0,Folk,0,0,99.0,1,3,0,3,1,2,0,0,0,0,0,1,1,2,2,0,8.0,5.0,9.0,4.0,Improve,1
21.0,Spotify,2.0,1,1,0,Metal,1,1,150.0,0,1,1,0,0,0,0,0,0,0,3,1,0,2,3,1,3.0,7.0,0.0,0.0,Improve,0
19.0,Spotify,4.0,1,1,0,Pop,1,0,149.0,2,2,0,1,0,0,0,0,0,2,0,3,0,0,0,0,9.0,1.0,0.0,9.0,Improve,1
23.0,Spotify,1.0,1,1,0,Rock,1,1,120.0,1,1,2,2,0,2,1,1,0,2,2,3,2,2,3,3,8.0,6.0,1.0,4.0,Improve,1
26.0,Spotify,1.0,0,0,0,Country,1,0,120.0,2,3,2,1,0,1,0,0,0,0,1,2,0,0,2,1,4.0,1.0,1.0,6.0,Improve,0
18.0,Spotify,3.0,1,0,0,Video game music,1,1,140.0,2,0,0,0,0,1,2,0,0,1,1,1,1,1,2,3,6.0,5.0,3.0,1.0,No effect,0
35.0,Spotify,4.0,1,1,1,Hip hop,1,0,90.0,2,1,1,2,0,3,3,0,2,3,1,3,3,3,2,3,7.0,8.0,6.0,5.0,Improve,1
16.0,Spotify,8.0,1,1,1,Rock,1,0,120.0,3,0,1,2,0,0,1,1,1,1,1,2,1,0,3,2,8.0,9.0,5.0,10.0,Improve,1
19.0,Spotify,5.0,1,0,0,Metal,1,1,210.0,0,0,3,0,0,1,0,0,0,0,3,1,0,1,3,2,8.0,6.0,7.0,0.0,Improve,1
23.0,I do not use a streaming service.,3.0,1,0,0,Rock,0,0,120.0,0,0,0,1,0,0,2,0,0,1,0,2,1,0,3,0,10.0,5.0,2.0,0.0,Improve,1
17.0,YouTube Music,8.0,1,0,0,Pop,1,1,95.0,1,0,3,0,0,2,1,0,0,3,0,3,0,1,1,3,5.0,2.0,4.0,7.0,No effect,0
29.0,Apple Music,1.0,0,0,0,Country,1,0,163.0,2,3,0,2,2,2,1,0,1,0,1,2,1,1,3,0,9.0,3.0,2.0,0.0,No effect,1
21.0,Spotify,4.0,1,1,1,Pop,0,0,97.0,1,2,0,2,2,1,2,0,0,0,0,2,2,1,2,0,4.0,6.0,3.0,4.0,Improve,0
17.0,Spotify,1.0,0,0,0,Metal,1,1,137.0,2,0,0,1,0,1,1,1,2,1,3,2,0,1,3,1,9.0,8.0,4.0,0.0,Improve,1
23.0,Spotify,2.0,0,0,0,Rock,1,1,120.0,1,0,1,1,0,2,0,1,1,1,3,2,2,2,3,0,5.0,7.0,10.0,2.0,No effect,0
17.0,Spotify,1.0,1,1,0,Metal,1,1,70.0,1,0,1,2,0,0,0,0,3,3,3,2,0,0,3,3,8.0,3.0,9.0,2.0,No effect,1
22.0,Spotify,3.0,1,0,0,Video game music,1,1,150.0,1,1,2,2,0,1,2,1,1,1,2,3,1,1,2,3,10.0,10.0,6.0,8.0,Improve,1
17.0,Spotify,5.0,1,0,0,Hip hop,1,0,168.0,1,2,3,0,2,3,0,2,0,2,1,3,3,3,1,1,7.0,7.0,5.0,5.0,Improve,1
19.0,Spotify,5.0,1,1,0,Pop,1,1,163.0,3,2,1,0,1,1,1,3,2,3,1,3,1,1,2,1,10.0,8.0,1.0,0.0,Improve,1
19.0,Spotify,4.0,1,0,0,Pop,1,1,140.0,2,1,2,0,0,2,2,1,1,2,2,3,2,2,2,2,8.0,6.0,2.0,0.0,Improve,1
16.0,Spotify,6.0,1,0,0,Pop,1,1,105.0,1,1,2,1,0,3,2,3,3,1,0,3,3,3,0,0,10.0,7.0,6.0,10.0,Improve,1
19.0,Spotify,6.0,1,0,0,Pop,1,1,78.0,1,1,1,0,0,2,2,2,1,2,0,3,1,1,1,2,6.0,6.0,8.0,0.0,Improve,0
13.0,Spotify,1.0,1,0,0,Video game music,1,0,128.0,1,2,0,1,0,3,1,1,1,3,3,3,0,2,2,3,10.0,10.0,8.0,4.0,Worsen,1
18.0,Apple Music,18.0,1,0,0,EDM,1,0,90.0,2,1,3,0,1,2,2,0,0,2,2,1,2,2,2,2,9.0,8.0,5.0,10.0,Improve,1
26.0,YouTube Music,1.0,1,0,0,Metal,1,1,136.0,2,1,2,3,0,0,1,0,0,1,3,1,0,0,0,1,0.0,0.0,0.0,0.0,No effect,0
14.0,Other streaming service,7.0,1,1,0,Country,1,0,108.0,1,3,2,2,3,2,0,0,0,1,2,3,2,2,3,1,7.0,3.0,1.0,2.0,Improve,1
21.0,I do not use a streaming service.,0.5,0,0,0,Pop,1,0,95.0,0,1,2,0,0,2,1,2,0,3,0,3,2,2,3,0,6.0,2.0,2.0,0.0,Improve,0
21.0,Spotify,2.0,1,0,0,R&B,1,1,147.0,2,0,2,1,0,0,2,3,0,2,1,2,3,2,2,2,7.0,6.0,4.0,6.0,Improve,1
17.0,Spotify,2.0,1,1,0,Rock,1,1,120.0,3,1,0,2,0,2,1,0,2,1,1,3,0,1,3,0,7.0,6.0,0.0,9.0,Improve,1
18.0,Spotify,1.0,1,1,0,Pop,1,1,160.0,1,1,0,0,0,0,1,0,0,1,0,3,0,0,2,2,3.0,2.0,2.0,5.0,Improve,0
19.0,Other streaming service,6.0,1,0,1,Rap,1,0,120.0,1,2,2,1,1,3,1,1,1,2,1,2,2,2,1,1,2.0,2.0,2.0,2.0,Improve,0
19.0,Spotify,5.0,1,1,0,Classical,0,0,170.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2.0,3.0,2.0,1.0,Improve,0
29.0,YouTube Music,2.0,1,0,0,Hip hop,1,1,98.0,2,1,3,2,1,3,3,2,0,1,0,2,3,3,3,1,2.0,2.0,2.0,5.0,Improve,0
